Year,Month,Season,url,product_id,BrandName,Category,Individual_Category,Category_by_Gender,Description,DiscountPrice (in Rupees),OriginalPrice (in Rupees),DiscountOffer (in %),PrimaryColor,Historical Sales Data (in units),Market Condition,Size,Age Range,Customer Reviews,Geographic Location,Material,Pattern,Social Media Mentions,Search Trends,Return Rate (in units),Events and Festivals,Event and Festival Name,Customer Ratings (1 to 5 Scale),CategoryType
2022,12,Winter,https://www.myntra.com/ovsx2icl07,ZHFNKFTAH5K6,Under Armour,Accessories,Handbags,Unisex,Trendy and stylish,2382.97,4168.73,42.84,Green,700,Stable,L,25-34,170,Delhi,Denim,Printed,313,2921,0.01,Navratri,Navratri,3,Workout Gear
2022,10,Fall,https://www.myntra.com/sbywr88ktn,BQOCWSEWCKAB,Nike,Accessories,Handbags,Men,Eco-friendly material,1908.4,3582.49,46.73,Pink,445,Stable,S,18-24,473,Hyderabad,Wool,Floral,323,2715,0.15,Diwali,Diwali,5,Western Wear
2022,7,Summer,https://www.myntra.com/0qk4o69hrx,13DBEHXENNG2,Levis,Accessories,Hats,Unisex,High quality product,2159.02,4225.92,48.91,Blue,984,Declining,XS,35-44,572,Chandigarh,Leather,Floral,304,4387,0.04,New Year,New Year,4,Western Wear
2022,1,Summer,https://www.myntra.com/q4watrl4gu,5A2OJAV6J01C,Puma,Clothing,Shirts,Unisex,Comfortable and durable,793.63,1145.54,30.72,Black,641,Growing,M,35-44,103,Jaipur,Denim,Floral,253,6283,0.18,Navratri,Navratri,3,Party Wear
2022,1,Summer,https://www.myntra.com/ve15boyngs,DDABFVN4BZ0V,Adidas,Clothing,Jeans,Women,Eco-friendly material,1866.03,3063.89,39.1,Purple,351,Declining,S,25-34,573,Hyderabad,Denim,Printed,363,3747,0.15,Navratri,Navratri,3,Formal Wear
2022,1,Fall,https://www.myntra.com/nvtq33v4sm,OUZKR8RYNKT2,Reebok,Footwear,Sandals,Men,High quality product,3149.55,5698.02,44.73,Brown,91,Growing,S,18-24,980,Chennai,Polyester,Solid,91,5707,0.21,Eid,Eid,2,Formal Wear
2022,11,Summer,https://www.myntra.com/y10ubhg3d9,26OXJB9ZZ133,Gucci,Clothing,Shirts,Men,Limited edition,2665.67,5152.94,48.27,Yellow,108,Declining,XL,35-44,177,Pune,Denim,Printed,457,5333,0.04,Navratri,Navratri,4,Bohemian Style
2022,11,Spring,https://www.myntra.com/pou6796a2x,MUPXZQU9TVZG,Gucci,Accessories,Jewelry,Unisex,Comfortable and durable,881.14,1011.78,12.91,Pink,273,Growing,L,25-34,413,Hyderabad,Cotton,Solid,437,9087,0.2,New Year,New Year,3,Workout Gear
2022,9,Summer,https://www.myntra.com/db08gkqe9y,5XLPDEM4EB3E,Under Armour,Accessories,Jewelry,Men,Eco-friendly material,4474.48,7628.49,41.35,Orange,778,Stable,S,25-34,552,Mumbai,Cotton,Polka Dot,22,5623,0.19,Navratri,Navratri,3,Casual Wear
2022,5,Winter,https://www.myntra.com/ta5dygr0k9,16Y2MP4CRZRX,Adidas,Clothing,Dresses,Women,Eco-friendly material,2089.38,4054.85,48.47,Purple,347,Growing,XL,35-44,857,Jaipur,Wool,Polka Dot,22,4358,0.1,Christmas,Christmas,3,Urban Fashion
2022,10,Winter,https://www.myntra.com/x1l394opy9,K0TT5LHA4JI6,Zara,Footwear,Flip Flops,Men,Comfortable and durable,4238.42,4784.56,11.41,Pink,390,Stable,XXL,35-44,65,Hyderabad,Leather,Striped,210,9198,0.03,Diwali,Diwali,4,Indian and Fusion Wear
2022,8,Summer,https://www.myntra.com/jdn9iavpcd,L6GZM3ZXFZVY,Reebok,Clothing,Shirts,Unisex,Limited edition,4739.34,6575.1,27.92,White,372,Stable,XXL,35-44,510,Ahmedabad,Denim,Striped,127,635,0.06,Christmas,Christmas,4,Retro Style
2022,7,Spring,https://www.myntra.com/4k4i9nkobr,35EVI2CUOM15,Zara,Clothing,Shirts,Men,Limited edition,4482.55,5525.56,18.88,Blue,255,Stable,L,25-34,608,Jaipur,Cotton,Printed,152,8138,0.21,Holi,Holi,1,Gothic Fashion
2022,7,Fall,https://www.myntra.com/qzk6sba4cb,0H5L03G929HA,Adidas,Accessories,Watches,Women,High quality product,1376.79,2684.29,48.71,Blue,388,Stable,XS,35-44,501,Chennai,Wool,Polka Dot,352,8496,0.12,New Year,New Year,3,Streetwear
2022,12,Spring,https://www.myntra.com/ppqo7td3r2,0E2JQ1SZ0130,Prada,Accessories,Hats,Unisex,Trendy and stylish,2370.88,3954.64,40.05,Orange,379,Stable,S,35-44,516,Delhi,Denim,Printed,243,9100,0.1,Christmas,Christmas,2,Traditional Wear
2022,12,Summer,https://www.myntra.com/ifcxltbd0q,PFSCLLQWXF5L,Prada,Accessories,Belts,Men,Trendy and stylish,1508.93,1942.34,22.31,Red,780,Declining,XL,18-24,172,Hyderabad,Wool,Solid,460,8764,0.05,Eid,Eid,3,Beachwear
2022,8,Spring,https://www.myntra.com/2uar1e5z7q,F3HQXKM491DD,Adidas,Footwear,Boots,Women,Comfortable and durable,1577.17,2987.28,47.2,Purple,305,Declining,XS,25-34,399,Kolkata,Denim,Striped,396,1592,0.1,New Year,New Year,3,Beachwear
2022,10,Summer,https://www.myntra.com/9rf6djqqmc,IZRBCSF59IPW,H&M,Accessories,Watches,Women,Eco-friendly material,2283.08,4124.06,44.64,Red,481,Stable,XXL,25-34,555,Mumbai,Denim,Striped,439,7714,0.08,Diwali,Diwali,2,Indian and Fusion Wear
2022,2,Winter,https://www.myntra.com/9yxo70ajgx,ZNYNUYYPNANX,Nike,Clothing,Dresses,Women,Trendy and stylish,2065.49,3945.24,47.65,Brown,447,Growing,XL,18-24,656,Chennai,Silk,Checked,374,9783,0.23,New Year,New Year,1,Casual Wear
2022,2,Winter,https://www.myntra.com/n3y1zyqejd,GXSSSFLDBO2P,Reebok,Footwear,Boots,Women,Trendy and stylish,3290.23,5007.6,34.3,Red,242,Stable,XS,18-24,795,Pune,Leather,Polka Dot,201,2441,0.29,Diwali,Diwali,5,Party Wear
2022,5,Summer,https://www.myntra.com/afp92ffoq2,RI875HNDFCD3,Gucci,Clothing,T-Shirts,Unisex,Limited edition,1752.2,2611.98,32.92,White,801,Growing,XS,18-24,49,Pune,Silk,Polka Dot,447,1404,0.14,Holi,Holi,3,Streetwear
2022,10,Winter,https://www.myntra.com/5c3knooa39,D0LO7JPI93K2,Reebok,Accessories,Watches,Women,Eco-friendly material,4906.08,8540.25,42.55,Green,903,Growing,XXL,25-34,275,Bangalore,Silk,Striped,403,7115,0.29,Eid,Eid,5,Maternity
2022,11,Summer,https://www.myntra.com/pdxkonnsip,M0LARWUTQ4NI,Reebok,Footwear,Sandals,Women,Comfortable and durable,4257.07,7043.84,39.56,Yellow,200,Declining,S,35-44,268,Hyderabad,Leather,Floral,490,2881,0.11,New Year,New Year,5,Indian and Fusion Wear
2022,9,Fall,https://www.myntra.com/hraq2uu6it,1UAV1NXE03IF,Puma,Clothing,Dresses,Women,High quality product,1247.64,2333.8,46.54,Purple,709,Stable,XS,25-34,893,Mumbai,Leather,Polka Dot,154,2828,0.05,Navratri,Navratri,1,Beachwear
2022,11,Spring,https://www.myntra.com/h1kbtga9z1,RLU1N2C3DUR3,Adidas,Footwear,Sneakers,Women,High quality product,1135.24,2268.73,49.96,White,650,Declining,L,18-24,862,Delhi,Silk,Polka Dot,480,1100,0.27,New Year,New Year,2,Minimalist Fashion
2022,8,Spring,https://www.myntra.com/lcjk4cjzfg,VSH2SVPZ86EU,Levis,Footwear,Flip Flops,Women,Trendy and stylish,2467.15,4832.01,48.94,Purple,572,Stable,XXL,25-34,756,Delhi,Denim,Checked,129,2777,0.22,New Year,New Year,1,Gothic Fashion
2022,5,Spring,https://www.myntra.com/cqkdinfasy,MSTNZ8WLWDOP,Puma,Clothing,Jeans,Women,Comfortable and durable,4446.8,8446.42,47.35,Orange,315,Declining,M,25-34,263,Jaipur,Cotton,Floral,193,9588,0.15,Diwali,Diwali,1,Traditional Wear
2022,5,Winter,https://www.myntra.com/iepit744ao,FAY5FI2KCB6L,Puma,Footwear,Flip Flops,Women,Trendy and stylish,1825.6,2657.25,31.3,Brown,235,Declining,L,25-34,139,Ahmedabad,Silk,Printed,460,8044,0.13,Christmas,Christmas,1,Business Formals
2022,1,Spring,https://www.myntra.com/otcguofo9m,4BTTD6CXLWZI,Under Armour,Footwear,Sneakers,Unisex,Trendy and stylish,3301.07,5588.6,40.93,Black,603,Declining,L,18-24,898,Kolkata,Polyester,Polka Dot,98,4648,0.26,Christmas,Christmas,3,Formal Wear
2022,12,Summer,https://www.myntra.com/m4mlli3nzn,SSBWEKD8W9AL,H&M,Accessories,Watches,Unisex,Eco-friendly material,3367.34,4581.97,26.51,Purple,406,Stable,XS,35-44,977,Bangalore,Polyester,Printed,400,550,0.08,Navratri,Navratri,1,Minimalist Fashion
2022,9,Spring,https://www.myntra.com/z8b17h6s58,E8NGE3EH4KV1,H&M,Footwear,Boots,Women,Comfortable and durable,724.04,933.31,22.42,Green,337,Stable,XL,35-44,956,Ahmedabad,Polyester,Checked,41,8542,0.12,Holi,Holi,1,Gothic Fashion
2022,11,Fall,https://www.myntra.com/z0a3t315ty,8BM4WEJSF6O2,Under Armour,Clothing,T-Shirts,Men,Limited edition,4674.76,9272.37,49.58,Red,961,Declining,XS,18-24,334,Chennai,Leather,Striped,188,7887,0.06,Christmas,Christmas,3,Urban Fashion
2022,7,Spring,https://www.myntra.com/73pfzbl49a,E9ETI1VNN8WQ,Reebok,Accessories,Belts,Women,Limited edition,4234.26,5106.49,17.08,Pink,996,Growing,XXL,25-34,580,Kolkata,Polyester,Striped,482,217,0.13,Diwali,Diwali,2,Vintage Clothing
2022,10,Summer,https://www.myntra.com/v7ij9b1ydy,ZP31Q5WVYBRN,Under Armour,Footwear,Sneakers,Men,Limited edition,694.24,1350.31,48.59,Purple,794,Declining,S,35-44,145,Kolkata,Silk,Checked,109,3955,0.28,Holi,Holi,3,Streetwear
2022,5,Summer,https://www.myntra.com/m2i8j04151,Q69P31YYPDB1,Adidas,Clothing,Shirts,Women,Comfortable and durable,2282.72,4352.34,47.55,Green,636,Growing,L,25-34,761,Chandigarh,Polyester,Solid,49,4509,0.27,Holi,Holi,1,Bohemian Style
2022,1,Winter,https://www.myntra.com/250peneqpb,92AQQBV17ELQ,Levis,Clothing,Shirts,Unisex,High quality product,3125.67,6119.63,48.92,Brown,619,Stable,XXL,25-34,805,Delhi,Silk,Checked,445,1344,0.28,Navratri,Navratri,2,Formal Wear
2022,8,Summer,https://www.myntra.com/ffpl2051qz,ZGK83DXM7QYW,Adidas,Accessories,Jewelry,Unisex,Trendy and stylish,4550.82,8090.21,43.75,White,233,Declining,XXL,18-24,851,Mumbai,Cotton,Floral,195,3952,0.02,Navratri,Navratri,4,Party Wear
2022,11,Fall,https://www.myntra.com/bk42fiuapa,DCI7T3SH60OI,Nike,Footwear,Boots,Men,Trendy and stylish,3109.52,3770.66,17.53,Red,95,Declining,M,25-34,902,Ahmedabad,Silk,Striped,110,5438,0.03,Christmas,Christmas,4,Sports and Active Wear
2022,12,Spring,https://www.myntra.com/itq35aotx8,KLPKDBFJFF47,Reebok,Accessories,Jewelry,Unisex,Comfortable and durable,2987.62,5738.02,47.93,Blue,397,Declining,XL,35-44,782,Kolkata,Silk,Solid,383,5301,0.28,New Year,New Year,5,Urban Fashion
2022,3,Summer,https://www.myntra.com/cd6ipodv1i,6WYA96JIY7BP,Prada,Accessories,Belts,Men,Comfortable and durable,574.83,756.74,24.04,Purple,932,Growing,XL,25-34,164,Kolkata,Silk,Striped,189,1716,0.08,New Year,New Year,5,Maternity
2022,5,Winter,https://www.myntra.com/ygaag6pxgm,RTH7F9ST5J5P,Prada,Clothing,T-Shirts,Men,Trendy and stylish,4334.91,6684.91,35.15,White,652,Growing,S,25-34,97,Jaipur,Polyester,Floral,96,7218,0.18,Diwali,Diwali,3,Athleisure
2022,5,Winter,https://www.myntra.com/5l2hsmmkrs,3CZM83B1CB22,Levis,Footwear,Boots,Men,Comfortable and durable,1222.62,1895.57,35.5,Purple,144,Declining,XS,35-44,956,Ahmedabad,Leather,Printed,494,2810,0,Eid,Eid,3,Gothic Fashion
2022,12,Fall,https://www.myntra.com/ksnhtuq4k6,8KNQ657HLN1J,Puma,Clothing,T-Shirts,Men,Eco-friendly material,4985.52,8091.75,38.39,Orange,440,Growing,M,35-44,586,Ahmedabad,Wool,Printed,344,5646,0.06,Holi,Holi,1,Western Wear
2022,11,Summer,https://www.myntra.com/yf8hc1j5yr,SGC2EP3Z7NBG,Prada,Accessories,Handbags,Unisex,High quality product,2539.13,3890.58,34.74,White,436,Stable,XS,18-24,578,Kolkata,Leather,Printed,306,4110,0.29,Christmas,Christmas,3,Sports and Active Wear
2022,12,Summer,https://www.myntra.com/cgn8wsy2dt,C92UVXXWS85T,H&M,Footwear,Boots,Unisex,Comfortable and durable,1492.26,1791.17,16.69,Black,184,Stable,XS,18-24,182,Hyderabad,Leather,Solid,218,7312,0.01,Christmas,Christmas,2,Streetwear
2022,12,Fall,https://www.myntra.com/x4pcet71zv,E2PAGNEW0WAC,Zara,Accessories,Handbags,Women,Eco-friendly material,1621.47,2130.28,23.88,Red,792,Declining,XXL,25-34,613,Ahmedabad,Leather,Striped,438,4939,0.04,New Year,New Year,2,Urban Fashion
2022,3,Spring,https://www.myntra.com/9ppl54dhi1,4WCW3HC38JGH,Reebok,Clothing,Jeans,Women,Trendy and stylish,2579.61,2930.03,11.96,Blue,903,Stable,S,25-34,659,Ahmedabad,Wool,Polka Dot,442,7071,0.15,New Year,New Year,5,Ethnic Casuals
2022,11,Summer,https://www.myntra.com/a9p442ys09,XF4WPFDF44VT,Under Armour,Footwear,Flip Flops,Unisex,Comfortable and durable,1154.95,2127.27,45.71,White,443,Growing,XXL,18-24,506,Jaipur,Denim,Solid,316,3665,0.14,Diwali,Diwali,4,Streetwear
2022,8,Winter,https://www.myntra.com/z4j0lbkcum,YVSA4NKPMX9R,Gucci,Clothing,Shirts,Unisex,Trendy and stylish,735.37,843.17,12.79,Blue,705,Declining,L,35-44,450,Chandigarh,Cotton,Checked,105,377,0.01,Diwali,Diwali,1,Beachwear
2022,8,Winter,https://www.myntra.com/ib1yh349l4,CIR6E980EBYC,Gucci,Footwear,Sandals,Men,Eco-friendly material,3020.75,4288.15,29.56,Green,62,Stable,S,18-24,38,Chandigarh,Silk,Polka Dot,160,5883,0.23,Navratri,Navratri,2,Party Wear
2022,9,Summer,https://www.myntra.com/p4fmptqod6,4IMJN6EVJ4X1,Under Armour,Footwear,Flip Flops,Women,High quality product,503.23,901.37,44.17,Black,261,Declining,XL,35-44,458,Chandigarh,Silk,Solid,488,9499,0.12,New Year,New Year,4,Gothic Fashion
2022,3,Summer,https://www.myntra.com/uakii7jaz9,2G9OIXMP9EA5,Gucci,Clothing,Shirts,Unisex,High quality product,2037.25,2558.48,20.37,Purple,737,Growing,XS,35-44,230,Pune,Wool,Striped,291,8231,0.22,Diwali,Diwali,3,Western Wear
2022,6,Summer,https://www.myntra.com/cxnk94p56z,JUZSTAVX3TX1,Prada,Accessories,Watches,Women,Trendy and stylish,1466.43,1896.45,22.67,White,91,Stable,S,35-44,933,Ahmedabad,Wool,Printed,156,3849,0.28,Christmas,Christmas,1,Minimalist Fashion
2022,6,Fall,https://www.myntra.com/unj8bm4ylq,FBU5CY5VMP6U,Prada,Clothing,Jackets,Unisex,Eco-friendly material,1190.73,2092.43,43.09,Pink,467,Growing,XS,25-34,528,Chandigarh,Denim,Checked,407,8421,0.1,Diwali,Diwali,2,Athleisure
2022,1,Spring,https://www.myntra.com/hmycbzmfjq,KH8KJ5PC100G,Zara,Footwear,Formal Shoes,Men,Trendy and stylish,3280.11,5537.62,40.77,Red,551,Stable,XS,35-44,914,Bangalore,Wool,Striped,430,5605,0.02,Diwali,Diwali,2,Retro Style
2022,1,Winter,https://www.myntra.com/nj1g812596,7JVOI62YTPRN,Reebok,Footwear,Formal Shoes,Women,Eco-friendly material,4255.06,7545.32,43.61,Brown,181,Growing,XL,18-24,488,Pune,Denim,Printed,109,6847,0.1,Navratri,Navratri,5,Business Formals
2022,12,Fall,https://www.myntra.com/by0xrcsmfc,YNVEHQ9IFD97,Zara,Accessories,Belts,Men,High quality product,1852.43,3683.47,49.71,Brown,92,Stable,M,35-44,650,Hyderabad,Wool,Polka Dot,329,564,0.24,New Year,New Year,5,Sports and Active Wear
2022,7,Winter,https://www.myntra.com/9pfmrowb6e,QN0SU4NLI7ZR,Prada,Clothing,Shirts,Women,Trendy and stylish,4374.63,5180.88,15.56,Yellow,115,Growing,S,35-44,261,Chandigarh,Cotton,Checked,212,7886,0.06,Christmas,Christmas,2,Retro Style
2022,2,Spring,https://www.myntra.com/hjp7wr7cd7,6T7H226S9ENG,Zara,Clothing,T-Shirts,Men,Eco-friendly material,3078.61,5142.45,40.13,Red,170,Stable,XXL,35-44,882,Delhi,Leather,Floral,208,2026,0.05,New Year,New Year,1,Minimalist Fashion
2022,8,Winter,https://www.myntra.com/x2vpc292tp,2H037VMFEU51,Zara,Footwear,Formal Shoes,Unisex,High quality product,3403.78,6333.11,46.25,Brown,705,Declining,XS,25-34,258,Chennai,Cotton,Striped,389,3273,0.08,New Year,New Year,2,Maternity
2022,3,Fall,https://www.myntra.com/sla5f0pd8v,IS7Z9GE1S60Q,Gucci,Accessories,Watches,Men,High quality product,3116.68,5581.89,44.16,Black,755,Declining,S,35-44,197,Delhi,Denim,Checked,328,2087,0.11,New Year,New Year,1,Party Wear
2022,1,Summer,https://www.myntra.com/91bfq0358f,6UE1WAI218DV,Levis,Footwear,Sandals,Unisex,Trendy and stylish,838.56,1391.42,39.73,Purple,125,Stable,XL,18-24,931,Mumbai,Wool,Floral,343,6963,0.13,Christmas,Christmas,5,Business Formals
2022,1,Summer,https://www.myntra.com/fmn9zif5xg,PSQPKEW4D6BX,Reebok,Footwear,Sneakers,Women,Eco-friendly material,1105.28,2008.93,44.98,Brown,417,Declining,L,35-44,374,Hyderabad,Polyester,Floral,303,2425,0.02,Christmas,Christmas,2,Athleisure
2022,3,Spring,https://www.myntra.com/habhks7qk3,2O929B0AMPIF,Prada,Accessories,Belts,Unisex,Comfortable and durable,1326.19,1765.38,24.88,Pink,159,Growing,XS,18-24,650,Kolkata,Denim,Striped,342,4611,0.08,Eid,Eid,5,Formal Wear
2022,12,Fall,https://www.myntra.com/mi2q64zcpw,03NKIHUM9VD8,Prada,Accessories,Watches,Men,High quality product,2063.48,3485.08,40.79,Green,255,Growing,L,35-44,546,Chandigarh,Polyester,Checked,450,4361,0.09,Navratri,Navratri,5,Western Wear
2022,10,Spring,https://www.myntra.com/k4arowef47,3H4NP0UMJFGC,Zara,Accessories,Hats,Women,Limited edition,3047.81,5717.4,46.69,Red,485,Stable,XL,18-24,761,Ahmedabad,Silk,Floral,467,7269,0.18,Christmas,Christmas,3,Vintage Clothing
2022,10,Fall,https://www.myntra.com/idlmqqaxjt,HEHA2L38IUFZ,H&M,Clothing,Jackets,Men,Limited edition,4945.47,9372.68,47.24,Black,97,Declining,XS,35-44,131,Pune,Silk,Striped,496,7267,0.23,Diwali,Diwali,2,Sports and Active Wear
2022,4,Winter,https://www.myntra.com/31m6xhasze,J6F3XR804HQ9,Adidas,Clothing,Dresses,Men,Limited edition,4989.96,7171.71,30.42,Pink,811,Growing,M,18-24,171,Mumbai,Leather,Polka Dot,88,1198,0.06,Holi,Holi,4,Retro Style
2022,8,Spring,https://www.myntra.com/vwdlxelg8g,XUVQI1108XPN,Prada,Accessories,Jewelry,Men,Trendy and stylish,3663.37,4177.89,12.32,Black,529,Stable,S,25-34,367,Pune,Cotton,Polka Dot,28,2211,0.25,Eid,Eid,1,Athleisure
2022,12,Fall,https://www.myntra.com/k8xau49a7b,1YT1VF42VIG1,Reebok,Footwear,Sneakers,Unisex,Comfortable and durable,4475.98,5866.58,23.7,Red,745,Stable,XXL,18-24,408,Kolkata,Polyester,Printed,350,7477,0.17,Eid,Eid,5,Business Formals
2022,2,Winter,https://www.myntra.com/p6bujwcy63,JWL7I2GTOXUX,Nike,Accessories,Hats,Women,Limited edition,4868.1,5423.78,10.25,Brown,186,Growing,XXL,35-44,606,Delhi,Wool,Floral,395,2672,0.26,Eid,Eid,2,Retro Style
2022,12,Spring,https://www.myntra.com/fnzb6xn80k,G96G66ODA19I,Prada,Footwear,Flip Flops,Women,High quality product,2333.26,2925.49,20.24,Brown,951,Declining,M,35-44,547,Chandigarh,Cotton,Checked,217,9374,0.06,Christmas,Christmas,2,Western Wear
2022,5,Fall,https://www.myntra.com/ufnvm9xzj4,I0R6I0WWS9SN,Zara,Clothing,Jeans,Women,High quality product,4862.42,5697.69,14.66,Black,526,Declining,XXL,18-24,536,Chennai,Leather,Striped,204,8180,0.16,Diwali,Diwali,5,Vintage Clothing
2022,1,Summer,https://www.myntra.com/kysitpod6g,2QAPYV6MAF26,Adidas,Clothing,T-Shirts,Women,Eco-friendly material,3705.88,4988.4,25.71,Red,411,Stable,XS,18-24,679,Delhi,Silk,Printed,106,1230,0.21,Christmas,Christmas,3,Urban Fashion
2022,3,Spring,https://www.myntra.com/1msvwgzi7m,KNO4J07PCZT3,Adidas,Footwear,Formal Shoes,Unisex,Eco-friendly material,2292.59,2539.14,9.71,Yellow,611,Declining,XL,35-44,414,Jaipur,Leather,Floral,483,9743,0.18,Diwali,Diwali,1,Beachwear
2022,4,Summer,https://www.myntra.com/5b42r298zy,8JBE83L2J1ZX,Nike,Footwear,Boots,Unisex,Comfortable and durable,3518.87,4308.58,18.33,Green,450,Declining,XXL,25-34,790,Hyderabad,Polyester,Checked,239,5595,0.06,Holi,Holi,1,Casual Wear
2022,5,Summer,https://www.myntra.com/gn1n7zeybs,1FXIR83X5U1C,Zara,Footwear,Sneakers,Men,High quality product,2356.24,2718.09,13.31,Blue,449,Stable,XL,25-34,926,Chandigarh,Denim,Floral,468,6592,0.06,New Year,New Year,4,Minimalist Fashion
2022,3,Winter,https://www.myntra.com/x4u3zgzd0u,NPUHJ6XCKBIT,Zara,Footwear,Sandals,Women,High quality product,4549.22,5835.2,22.04,Orange,167,Declining,L,35-44,713,Chandigarh,Polyester,Printed,458,9334,0.27,Holi,Holi,1,Retro Style
2022,10,Fall,https://www.myntra.com/d6n9rc357o,EADALZR2WL9B,H&M,Footwear,Formal Shoes,Men,Eco-friendly material,745.16,1171.2,36.38,White,75,Declining,XXL,25-34,383,Hyderabad,Polyester,Floral,118,4592,0,Navratri,Navratri,3,Minimalist Fashion
2022,12,Spring,https://www.myntra.com/9ld1fctiy8,E0AEWBOO7BDD,Prada,Accessories,Handbags,Men,Comfortable and durable,1295.34,1790.08,27.64,Pink,145,Growing,L,35-44,422,Delhi,Cotton,Polka Dot,172,2198,0.22,New Year,New Year,4,Formal Wear
2022,12,Summer,https://www.myntra.com/kck91ocxn9,U5BWL9UJX2H9,Prada,Footwear,Boots,Men,Comfortable and durable,3773.28,6699.59,43.68,Brown,547,Growing,M,25-34,78,Pune,Silk,Solid,40,3594,0.02,Diwali,Diwali,4,Beachwear
2022,5,Summer,https://www.myntra.com/b9ua9v7oyc,44Q6X3WCLPVO,Puma,Accessories,Handbags,Women,Trendy and stylish,3324.89,3881.55,14.34,Red,789,Growing,S,18-24,979,Ahmedabad,Cotton,Printed,307,2699,0.17,Eid,Eid,3,Vintage Clothing
2022,3,Summer,https://www.myntra.com/jp7lscjzqf,RWKWMYWIR1R4,H&M,Clothing,Shirts,Men,Limited edition,3050.19,3635.91,16.11,Pink,440,Declining,XXL,35-44,755,Mumbai,Leather,Checked,491,4493,0.21,Diwali,Diwali,1,Retro Style
2022,8,Winter,https://www.myntra.com/thfqwqdy5b,EHVLVLIVT4S0,Adidas,Footwear,Boots,Unisex,Trendy and stylish,2029.44,3471.75,41.54,Green,451,Stable,L,18-24,241,Mumbai,Polyester,Printed,197,9141,0.18,New Year,New Year,2,Retro Style
2022,2,Spring,https://www.myntra.com/klui334cts,B2UZ5TKZMCOL,Adidas,Footwear,Boots,Women,Eco-friendly material,1401.37,2436.91,42.49,Blue,576,Growing,XS,18-24,112,Jaipur,Cotton,Floral,65,7729,0.1,New Year,New Year,5,Business Formals
2022,2,Winter,https://www.myntra.com/vs0odkysyg,G3TVB3APW34B,H&M,Clothing,Jackets,Unisex,Comfortable and durable,4611.96,7070.04,34.77,Black,196,Declining,XL,25-34,982,Hyderabad,Polyester,Solid,461,3615,0.1,Eid,Eid,1,Western Wear
2022,4,Spring,https://www.myntra.com/qtcabcxj6s,6HZVJNJ0HQ9C,Under Armour,Accessories,Watches,Men,Limited edition,2878.88,5333.29,46.02,Blue,540,Stable,XS,35-44,603,Hyderabad,Cotton,Printed,125,952,0.2,New Year,New Year,4,Bohemian Style
2022,2,Summer,https://www.myntra.com/md4tcnci5d,PJGK0P647K11,H&M,Footwear,Sneakers,Women,Limited edition,2964.82,5169,42.64,Pink,801,Growing,M,35-44,133,Jaipur,Polyester,Checked,21,2551,0.18,Eid,Eid,4,Gothic Fashion
2022,2,Spring,https://www.myntra.com/u9g9x8093p,HZH3RIHT9GDU,Under Armour,Footwear,Boots,Women,Limited edition,3452,4994.72,30.89,Blue,455,Declining,XS,25-34,730,Chandigarh,Cotton,Solid,355,2247,0.05,Eid,Eid,1,Western Wear
2022,6,Spring,https://www.myntra.com/4i4d40n7mm,BIZCOFVZDRNL,Gucci,Accessories,Hats,Men,Comfortable and durable,2306.29,4474.01,48.45,Black,602,Stable,XS,18-24,243,Ahmedabad,Polyester,Printed,125,328,0.29,Eid,Eid,5,Traditional Wear
2022,5,Spring,https://www.myntra.com/oz2zk1cuso,CS0BQW1BOT7H,Puma,Footwear,Formal Shoes,Unisex,High quality product,3153.14,4297.43,26.63,Black,317,Growing,M,35-44,772,Mumbai,Wool,Checked,300,582,0.13,Eid,Eid,2,Traditional Wear
2022,8,Spring,https://www.myntra.com/g4raki6v9m,MOSPPNVNQMDJ,Zara,Footwear,Formal Shoes,Unisex,Comfortable and durable,1173.2,2101.78,44.18,Yellow,866,Stable,S,18-24,505,Pune,Cotton,Solid,11,9114,0.12,Christmas,Christmas,3,Indian and Fusion Wear
2022,10,Winter,https://www.myntra.com/z45whjbrzn,S2Q11ZBE9FYV,Prada,Clothing,Dresses,Women,Comfortable and durable,3206.82,4741.2,32.36,White,138,Declining,XS,35-44,760,Kolkata,Cotton,Floral,361,9217,0.07,Holi,Holi,2,Beachwear
2022,2,Winter,https://www.myntra.com/hy96qxneol,EQ63O2ABFTF7,Prada,Clothing,Dresses,Women,Trendy and stylish,708.23,1009.31,29.83,Purple,502,Stable,XXL,25-34,507,Kolkata,Leather,Floral,195,3483,0.16,Eid,Eid,1,Retro Style
2022,7,Fall,https://www.myntra.com/hrenah2bs4,VGE787QVXVLF,H&M,Accessories,Belts,Men,Limited edition,3080.78,5496.81,43.95,Yellow,826,Stable,XS,18-24,74,Bangalore,Leather,Floral,75,5129,0.07,Holi,Holi,3,Party Wear
2022,8,Fall,https://www.myntra.com/vnhv1sctip,4YW2Z4K4J6RC,Gucci,Clothing,Shirts,Unisex,Comfortable and durable,3068.65,4209.63,27.1,Blue,474,Growing,XXL,35-44,833,Mumbai,Wool,Polka Dot,91,658,0.15,Eid,Eid,2,Casual Wear
2022,10,Fall,https://www.myntra.com/v3bi3q16fs,8GWU2AC078Q9,Prada,Clothing,Jeans,Men,Limited edition,656.02,826.07,20.59,Red,980,Declining,XXL,18-24,920,Bangalore,Leather,Polka Dot,100,602,0.09,New Year,New Year,4,Maternity
